   0.018,   15.776 
   0.038,   15.764 
   0.058,   15.752 
   0.078,   15.703 
   0.098,   15.727 
   0.118,   15.764 
   0.138,   15.752 
   0.158,   15.752 
   0.179,   15.752 
   0.198,   15.727 
   0.219,   15.740 
   0.239,   15.740 
   0.259,   15.764 
   0.279,   15.764 
   0.299,   15.703 
   0.319,   15.727 
   0.339,   15.727 
   0.359,   15.801 
   0.379,   15.752 
   0.399,   15.752 
   0.419,   15.764 
   0.439,   15.764 
   0.459,   15.691 
   0.479,   15.740 
   0.499,   15.727 
   0.519,   15.764 
   0.539,   15.740 
   0.559,   15.764 
   0.579,   15.764 
   0.599,   15.740 
   0.619,   15.727 
   0.639,   15.740 
   0.659,   15.764 
   0.679,   15.764 
   0.699,   15.752 
   0.719,   15.727 
   0.739,   15.813 
   0.759,   15.764 
   0.779,   15.752 
   0.800,   15.715 
   0.819,   15.740 
   0.840,   15.776 
   0.860,   15.727 
   0.880,   15.715 
   0.900,   15.740 
   0.920,   15.752 
   0.940,   15.764 
   0.960,   15.764 
   0.980,   15.727 
   1.000,   15.740 
   1.020,   15.764 
   1.040,   15.740 
   1.060,   15.764 
   1.080,   15.740 
   1.100,   15.715 
   1.120,   15.715 
   1.140,   15.740 
   1.160,   15.764 
   1.180,   15.715 
   1.200,   15.740 
   1.220,   15.752 
   1.240,   15.764 
   1.260,   15.740 
   1.280,   15.740 
   1.300,   15.727 
   1.320,   15.764 
   1.340,   15.740 
   1.360,   15.703 
   1.380,   15.740 
   1.400,   15.727 
   1.421,   15.740 
   1.441,   15.740 
   1.461,   15.764 
   1.481,   15.764 
   1.501,   15.715 
   1.521,   15.740 
   1.541,   15.764 
   1.561,   15.764 
   1.581,   15.764 
   1.601,   15.715 
   1.621,   15.691 
   1.641,   15.703 
   1.661,   15.752 
   1.681,   15.727 
   1.701,   15.715 
   1.721,   15.764 
   1.741,   15.740 
   1.761,   15.764 
   1.781,   15.727 
   1.801,   15.740 
   1.821,   15.740 
   1.841,   15.691 
   1.861,   15.752 
   1.881,   15.764 
   1.901,   15.727 
   1.921,   15.740 
   1.941,   15.740 
   1.961,   15.752 
   1.981,   15.764 
   2.001,   15.703 
   2.021,   15.764 
   2.041,   15.740 
   2.061,   15.764 
   2.081,   15.727 
   2.102,   15.740 
   2.122,   15.752 
   2.142,   15.764 
   2.162,   15.764 
   2.182,   15.764 
   2.202,   15.727 
   2.222,   15.715 
   2.242,   15.740 
   2.262,   15.764 
   2.282,   15.764 
   2.302,   15.727 
   2.322,   15.691 
   2.342,   15.715 
   2.362,   15.764 
   2.382,   15.764 
   2.402,   15.715 
   2.422,   15.727 
   2.442,   15.740 
   2.462,   15.764 
   2.482,   15.703 
   2.502,   15.727 
   2.522,   15.764 
   2.542,   15.764 
   2.562,   15.727 
   2.582,   15.764 
   2.602,   15.740 
   2.622,   15.740 
   2.642,   15.740 
   2.662,   15.740 
   2.682,   15.703 
   2.703,   15.764 
   2.722,   15.715 
   2.743,   15.776 
   2.763,   15.837 
   2.783,   15.776 
   2.803,   15.642 
   2.823,   15.691 
   2.843,   15.752 
   2.863,   15.801 
   2.883,   15.666 
   2.903,   15.752 
   2.923,   15.813 
   2.943,   15.752 
   2.963,   15.703 
   2.983,   15.764 
   3.003,   15.740 
   3.023,   15.752 
   3.043,   15.715 
   3.063,   15.654 
   3.083,   15.764 
   3.103,   15.630 
   3.123,   15.740 
   3.143,   15.764 
   3.163,   15.789 
   3.183,   15.776 
   3.203,   15.776 
   3.223,   15.715 
   3.243,   15.727 
   3.264,   15.715 
   3.283,   15.740 
   3.304,   15.813 
   3.323,   15.862 
   3.344,   15.874 
   3.364,   15.935 
   3.384,   15.898 
   3.404,   15.947 
   3.424,   15.911 
   3.444,   15.959 
   3.464,   16.069 
   3.484,   16.069 
   3.504,   16.081 
   3.524,   16.130 
   3.544,   16.130 
   3.564,   16.118 
   3.584,   16.118 
   3.604,   16.033 
   3.624,   16.057 
   3.644,   16.106 
   3.664,   16.081 
   3.684,   15.947 
   3.704,   15.874 
   3.724,   15.837 
   3.744,   15.776 
   3.764,   15.776 
   3.784,   15.776 
   3.804,   15.776 
   3.824,   15.776 
   3.844,   15.789 
   3.864,   15.837 
   3.884,   15.911 
   3.904,   15.972 
   3.924,   16.008 
   3.944,   16.081 
   3.964,   16.191 
   3.984,   16.228 
   4.004,   16.252 
   4.025,   16.362 
   4.045,   16.521 
   4.065,   16.619 
   4.085,   16.643 
   4.105,   16.643 
   4.125,   16.655 
   4.145,   16.667 
   4.165,   16.716 
   4.185,   16.716 
   4.205,   16.692 
   4.225,   16.716 
   4.245,   16.728 
   4.265,   16.741 
   4.285,   16.777 
   4.305,   16.802 
   4.325,   16.826 
   4.345,   16.875 
   4.365,   16.899 
   4.385,   16.851 
   4.405,   16.863 
   4.425,   16.863 
   4.445,   16.887 
   4.465,   16.887 
   4.485,   16.912 
   4.505,   16.887 
   4.525,   16.887 
   4.545,   16.936 
