   0.016,   13.651 
   0.036,   13.698 
   0.056,   13.646 
   0.077,   13.649 
   0.097,   13.649 
   0.116,   13.642 
   0.137,   13.695 
   0.157,   13.623 
   0.177,   13.643 
   0.197,   13.686 
   0.217,   13.686 
   0.237,   13.678 
   0.257,   13.620 
   0.277,   13.648 
   0.297,   13.594 
   0.317,   13.626 
   0.337,   13.710 
   0.357,   13.736 
   0.377,   13.689 
   0.397,   13.658 
   0.417,   13.663 
   0.437,   13.655 
   0.457,   13.715 
   0.477,   13.704 
   0.497,   13.675 
   0.517,   13.683 
   0.537,   13.698 
   0.557,   13.693 
   0.577,   13.668 
   0.597,   13.648 
   0.617,   13.684 
   0.637,   13.710 
   0.657,   13.663 
   0.677,   13.719 
   0.697,   13.672 
   0.717,   13.703 
   0.737,   13.657 
   0.757,   13.655 
   0.778,   13.683 
   0.798,   13.677 
   0.818,   13.640 
   0.838,   13.689 
   0.858,   13.672 
   0.878,   13.690 
   0.898,   13.721 
   0.918,   13.703 
   0.938,   13.664 
   0.958,   13.692 
   0.978,   13.690 
   0.998,   13.626 
   1.018,   13.674 
   1.038,   13.668 
   1.058,   13.616 
   1.078,   13.668 
   1.098,   13.689 
   1.118,   13.683 
   1.138,   13.724 
   1.158,   13.660 
   1.178,   13.674 
   1.198,   13.710 
   1.218,   13.725 
   1.238,   13.655 
   1.258,   13.652 
   1.278,   13.660 
   1.298,   13.698 
   1.318,   13.642 
   1.339,   13.645 
   1.358,   13.669 
   1.378,   13.689 
   1.399,   13.701 
   1.419,   13.629 
   1.439,   13.712 
   1.459,   13.686 
   1.479,   13.664 
   1.499,   13.701 
   1.519,   13.686 
   1.539,   13.651 
   1.559,   13.686 
   1.579,   13.660 
   1.599,   13.651 
   1.619,   13.649 
   1.639,   13.672 
   1.659,   13.704 
   1.679,   13.663 
   1.699,   13.693 
   1.719,   13.651 
   1.739,   13.658 
   1.759,   13.696 
   1.779,   13.696 
   1.799,   13.635 
   1.819,   13.695 
   1.839,   13.681 
   1.859,   13.645 
   1.879,   13.660 
   1.899,   13.639 
   1.919,   13.695 
   1.939,   13.703 
   1.959,   13.610 
   1.979,   13.657 
   1.999,   13.678 
   2.019,   13.637 
   2.039,   13.649 
   2.060,   13.660 
   2.080,   13.632 
   2.100,   13.701 
   2.120,   13.663 
   2.140,   13.683 
   2.160,   13.677 
   2.180,   13.701 
   2.200,   13.689 
   2.220,   13.643 
   2.240,   13.646 
   2.260,   13.648 
   2.280,   13.680 
   2.300,   13.663 
   2.320,   13.684 
   2.340,   13.652 
   2.360,   13.680 
   2.380,   13.692 
   2.400,   13.681 
   2.420,   13.681 
   2.440,   13.684 
   2.460,   13.675 
   2.480,   13.649 
   2.500,   13.622 
   2.520,   13.664 
   2.540,   13.680 
   2.560,   13.668 
   2.580,   13.675 
   2.600,   13.674 
   2.621,   13.672 
   2.640,   13.652 
   2.661,   13.620 
   2.681,   13.696 
   2.700,   13.671 
   2.721,   13.683 
   2.741,   13.698 
   2.761,   13.692 
   2.781,   13.716 
   2.801,   13.655 
   2.821,   13.631 
   2.841,   13.674 
   2.861,   13.645 
   2.881,   13.639 
   2.901,   13.582 
   2.921,   13.608 
   2.941,   13.602 
   2.961,   13.610 
   2.981,   13.587 
   3.001,   13.599 
   3.021,   13.558 
   3.041,   13.605 
   3.061,   13.574 
   3.081,   13.597 
   3.101,   13.639 
   3.121,   13.648 
   3.141,   13.594 
   3.161,   13.555 
   3.181,   13.581 
   3.201,   13.593 
   3.221,   13.614 
   3.241,   13.626 
   3.261,   13.596 
   3.281,   13.597 
   3.301,   13.582 
   3.321,   13.632 
   3.341,   13.584 
   3.362,   13.628 
   3.382,   13.587 
   3.402,   13.617 
   3.422,   13.567 
   3.442,   13.599 
   3.462,   13.571 
   3.482,   13.594 
   3.502,   13.532 
   3.522,   13.559 
   3.542,   13.617 
   3.562,   13.590 
   3.582,   13.596 
   3.602,   13.577 
   3.622,   13.629 
   3.642,   13.610 
   3.662,   13.617 
   3.682,   13.587 
   3.702,   13.610 
   3.722,   13.548 
   3.742,   13.610 
   3.762,   13.561 
   3.782,   13.608 
   3.802,   13.538 
   3.822,   13.512 
   3.842,   13.588 
   3.862,   13.564 
   3.882,   13.550 
   3.902,   13.555 
   3.923,   13.584 
   3.942,   13.591 
   3.963,   13.643 
   3.983,   13.571 
   4.003,   13.610 
   4.023,   13.579 
   4.043,   13.635 
   4.063,   13.590 
   4.083,   13.565 
   4.103,   13.521 
   4.123,   13.577 
   4.143,   13.608 
   4.163,   13.574 
   4.183,   13.623 
   4.203,   13.590 
   4.223,   13.561 
   4.243,   13.651 
   4.263,   13.660 
   4.283,   13.596 
   4.303,   13.577 
   4.323,   13.602 
   4.343,   13.625 
   4.363,   13.602 
   4.383,   13.614 
   4.403,   13.599 
   4.423,   13.606 
   4.443,   13.628 
   4.463,   13.631 
   4.483,   13.603 
   4.503,   13.608 
   4.523,   13.623 
   4.543,   13.588 
   4.563,   13.585 
   4.584,   13.597 
   4.603,   13.594 
   4.624,   13.628 
   4.644,   13.570 
   4.664,   13.577 
   4.684,   13.582 
   4.704,   13.606 
   4.724,   13.568 
   4.744,   13.635 
   4.764,   13.579 
   4.784,   13.576 
   4.804,   13.584 
   4.824,   13.584 
   4.844,   13.661 
   4.864,   13.550 
   4.884,   13.552 
   4.904,   13.521 
   4.924,   13.610 
   4.944,   13.590 
   4.964,   13.642 
   4.984,   13.567 
   5.004,   13.613 
   5.024,   13.599 
   5.044,   13.587 
   5.064,   13.587 
   5.084,   13.582 
   5.104,   13.635 
   5.124,   13.622 
   5.144,   13.610 
   5.164,   13.631 
